Afghanistan	1997	22227415	Asia	41.763	635.341351
Afghanistan	2002	25268405	Asia	42.129	726.7340548
Afghanistan	2007	31889923	Asia	43.828	974.5803384
Afghanistan	1952	8425333	Asia	28.801	779.4453145
Afghanistan	1957	9240934	Asia	30.332	820.8530296
Afghanistan	1962	10267083	Asia	31.997	853.10071
Afghanistan	1967	11537966	Asia	34.02	836.1971382
Afghanistan	1972	13079460	Asia	36.088	739.9811058
Afghanistan	1977	14880372	Asia	38.438	786.11336
Afghanistan	1982	12881816	Asia	39.854	978.0114388
Afghanistan	1987	13867957	Asia	40.822	852.3959448
Afghanistan	1992	16317921	Asia	41.674	649.3413952
Zimbabwe	1952	3080907	Africa	48.451	406.8841148
Zimbabwe	1957	3646340	Africa	50.469	518.7642681
Zimbabwe	1962	4277736	Africa	52.358	527.2721818
Zimbabwe	1967	4995432	Africa	53.995	569.7950712
Zimbabwe	1972	5861135	Africa	55.635	799.3621758
Zimbabwe	1977	6642107	Africa	57.674	685.5876821
Zimbabwe	1982	7636524	Africa	60.363	788.8550411
Zimbabwe	1987	9216418	Africa	62.351	706.1573059
Zimbabwe	1992	10704340	Africa	60.377	693.4207856
Zimbabwe	1997	11404948	Africa	46.809	792.4499603
Zimbabwe	2002	11926563	Africa	39.989	672.0386227
Zimbabwe	2007	12311143	Africa	43.487	469.7092981
