China	1952	556263528	Asia	44	400.4486107
China	1957	637408000	Asia	50.54896	575.9870009
China	1962	665770000	Asia	44.50136	487.6740183
China	1967	754550000	Asia	58.38112	612.7056934
China	1972	862030000	Asia	63.11888	676.9000921
China	1977	943455000	Asia	63.96736	741.2374699
China	1982	1000281000	Asia	65.525	962.4213805
China	1987	1084035000	Asia	67.274	1378.904018
China	1992	1164970000	Asia	68.69	1655.784158
China	1997	1230075000	Asia	70.426	2289.234136
China	2002	1280400000	Asia	72.028	3119.280896
China	2007	1318683096	Asia	72.961	4959.114854
Hong Kong, China	1952	2125900	Asia	60.96	3054.421209
Hong Kong, China	1957	2736300	Asia	64.75	3629.076457
Hong Kong, China	1962	3305200	Asia	67.65	4692.648272
Hong Kong, China	1967	3722800	Asia	70	6197.962814
Hong Kong, China	1972	4115700	Asia	72	8315.928145
Hong Kong, China	1977	4583700	Asia	73.6	11186.14125
Hong Kong, China	1982	5264500	Asia	75.45	14560.53051
Hong Kong, China	1987	5584510	Asia	76.2	20038.47269
Hong Kong, China	1992	5829696	Asia	77.601	24757.60301
Hong Kong, China	1997	6495918	Asia	80	28377.63219
Hong Kong, China	2002	6762476	Asia	81.495	30209.01516
Hong Kong, China	2007	6980412	Asia	82.208	39724.97867
